Frame, Obj,X,Y,Z,Doppler,Intensity
374,10,0.21875,6.9004,1.0859,0.25686,73
374,10,0,6.834,-0.55078,-0.25686,77
374,10,-0.21484,6.8887,-0.35352,-0.25686,81
374,10,0,6.9414,0.21875,-0.25686,70
374,10,0.21875,6.9785,0.27344,-0.25686,62
374,10,-2.3867,2.3633,-6.0781,-0.25686,44
374,10,-2.6211,0,-6.5645,-0.25686,41
375,19,1.4219,1.375,0.017578,0.25686,112
375,19,1.4531,1.4023,0.09375,0.25686,134
375,19,-0.21289,6.8086,0.11133,0.25686,75
375,19,-0.21484,6.8477,0.25977,0.25686,182
375,19,0,6.877,0.56641,0.25686,205
375,19,0.2168,6.8672,1.0098,0.25686,180
375,19,0.21875,6.9355,0.82813,0.25686,158
375,19,0.2207,7.0293,-0.042969,0.25686,92
375,19,0,6.8262,0.63672,0.51373,60
375,19,0,6.8594,0.75781,0.51373,70
375,19,0.2168,6.8418,1.166,0.51373,62
375,19,1.4531,1.4063,0.011719,-0.25686,117
375,19,0,6.8535,-0.19531,-0.25686,155
375,19,0,6.8984,-0.13477,-0.25686,168
375,19,0,6.9414,0.21289,-0.25686,151
375,19,0.21875,6.9844,0.09375,-0.25686,127
375,19,0.2207,6.9824,-0.80273,-0.25686,70
375,19,-2.5879,2.7246,-5.7871,0.51373,36
375,19,-2.3867,3.3828,-5.5742,0.51373,33
377,2,0.3125,0.35742,0.22852,-1.2843,9
377,2,-0.52734,0,0.43945,-1.2843,8
378,4,0.13281,0.38867,0.33203,1.2843,11
378,4,-0.21484,0.14063,-0.46094,1.5412,12
378,4,-0.29688,0.24219,0.36328,1.2843,11
378,4,-0.49414,0,0.1875,1.5412,11
380,5,1.4219,1.375,0.0039063,0.25686,87
380,5,1.4531,1.4043,-0.076172,0.25686,114
380,5,-0.21484,6.8965,0.046875,0.25686,62
380,5,0,6.9336,0.38477,0.25686,62
380,5,1.5156,1.3223,-0.20508,-0.25686,92
382,6,-0.21484,6.7461,1.4355,0.25686,56
382,6,1.5156,1.3184,-0.2207,-0.25686,68
382,6,0,6.8984,-0.14648,-0.25686,62
382,6,0,6.9141,0.64258,-0.25686,60
382,6,-2.8027,3.127,-5.4746,0.25686,30
382,6,-2.5879,0,-6.5488,-0.25686,33
383,2,0.2168,6.668,1.9277,-0.25686,61
383,2,-2.3867,4.7246,-4.4941,-0.25686,32
386,5,-0.21484,6.7754,1.0293,0.25686,65
386,5,0,6.8477,0.85352,0.25686,73
386,5,0,6.8301,1.248,0.25686,67
386,5,0.082031,0.29688,0.42773,-1.0275,11
386,5,0.44531,0.20703,0.19336,-1.0275,10
387,2,1.4531,1.4063,0.0039063,0.25686,85
387,2,1.5156,1.3359,-0.070313,-0.25686,99
389,1,-0.21484,6.8965,0.027344,-0.25686,64
390,2,0.46094,0.22656,0.11719,-1.2843,12
390,2,-0.29688,0.37305,0.22461,-1.2843,8
391,8,-0.21484,6.8496,0.21289,0.25686,104
391,8,0,6.8594,0.74219,0.25686,115
391,8,0,6.7734,1.5313,0.25686,102
391,8,0,6.8066,1.5801,0.25686,88
391,8,0,6.8555,0.091797,-0.25686,98
