Frame,Obj,X,Y,Z,Doppler,Intensity
127,6,0.16992,2.6992,-0.33008,1.2843,144
127,6,-0.76563,1.0664,2.3887,1.0275,109
127,6,-0.76563,0.13867,2.6113,1.2843,74
128,2,0.085938,2.752,-0.30078,-0.77059,122
128,2,-0.86523,0.19141,2.623,-0.77059,69
130,3,0.25586,2.7031,0.23633,1.0275,150
130,3,0.25977,2.7559,0.080078,1.0275,131
130,3,-0.7793,0.95898,-2.4785,1.0275,84
131,2,0.085938,2.752,-0.30078,-1.0275,163
131,2,-0.7793,1.8398,1.918,-1.0275,82
132,4,0.25586,2.7129,0.015625,-1.0275,188
132,4,0.25977,2.752,-0.15234,-1.0275,193
132,4,-0.68164,1.3809,-2.248,-1.0275,116
132,4,-0.69141,1.2441,-2.375,-1.0275,132
134,4,0.33984,2.668,-0.43555,-1.0275,182
134,4,0.25977,2.7461,-0.23633,-1.0275,162
134,4,-0.68164,1.4609,2.1973,-1.0275,116
134,4,-0.69141,1.0352,2.4727,-1.0275,122
136,12,0.33984,2.6992,-0.16016,1.0275,180
136,12,0.43359,2.7266,-0.21094,1.0275,200
136,12,0.25586,2.709,-0.13086,1.2843,131
136,12,0.3457,2.7285,-0.3125,1.2843,148
136,12,0.3457,2.5527,-1.0156,-1.0275,184
136,12,0.43945,2.7129,-0.59766,-1.0275,190
136,12,-0.68164,0,-2.6797,1.0275,119
136,12,-0.60547,0.60156,-2.6348,1.0275,174
136,12,-0.68164,0.31445,-2.6191,1.2843,84
136,12,-0.60547,0.77148,-2.5898,1.2843,114
136,12,-0.60547,2.377,1.2852,-1.0275,142
136,12,-0.61523,2.2734,1.5371,-1.0275,165
137,2,0.085938,2.7207,-0.11914,-1.0275,178
137,2,0.085938,2.748,-0.32031,-1.0275,192
138,6,-0.25977,2.7559,-0.0625,-2.0549,149
138,6,0.3457,2.7148,-0.41797,-1.0275,185
138,6,0.25977,2.7402,-0.30469,-0.77059,143
138,6,0.69141,0,-2.7676,-2.0549,109
138,6,-0.69141,0.82617,2.5508,-1.0275,131
138,6,-0.7793,0.81641,2.5293,-0.77059,84
140,1,-0.17578,2.7637,-0.48828,-2.0549,150
142,6,0.3457,2.7363,-0.23828,0.77059,137
142,6,0.25586,2.7129,-0.054688,1.0275,168
142,6,0.3457,2.7461,-0.03125,1.0275,161
142,6,-0.60547,0.35352,2.6777,0.77059,100
142,6,-0.76563,0,-2.6484,1.0275,98
142,6,-0.60547,0.75195,-2.5957,1.0275,131
143,9,-0.26367,1.7227,2.209,1.798,171
143,9,-0.085938,2.7129,-0.54883,-2.0549,158
143,9,0,2.7695,-0.48828,-2.0549,180
143,9,0.085938,2.7207,-0.12891,-1.0275,180
143,9,0.085938,2.748,-0.33008,-1.0275,225
143,9,0.087891,2.7363,-0.64648,-1.0275,155
143,9,0.085938,2.7637,-0.14844,-0.77059,137
143,9,0.79102,2.6602,-0.46289,1.798,89
143,9,-2.5488,1.0957,-0.46094,-1.0275,83
145,4,0.17383,2.7285,-0.43945,0,98
145,4,0.16992,2.7188,0.085938,1.0275,190
145,4,0.60547,0.21875,-2.6934,-2.0549,167
145,4,-0.43359,2.7266,-0.2168,-2.0549,164
148,2,0.16992,2.7148,0.1582,1.0275,205
148,2,0.085938,2.7676,-0.048828,1.0275,193
149,2,0.25977,2.7539,-0.13281,-1.0275,215
149,2,-0.7793,0,2.7207,-1.0275,134
151,4,-0.25977,2.7305,-0.38086,-2.0549,163
151,4,-0.70313,1.7148,-2.1152,-1.0275,144
151,4,0.7793,0,2.7324,-2.0549,103
151,4,0.43945,2.6992,0.6582,-1.0275,138
152,3,0.16992,2.6367,-0.66406,-1.0275,161
152,3,0.17383,2.6836,-0.66016,-1.0275,163
152,3,-0.7793,1.8945,1.8633,-1.0275,97
154,11,0.42578,2.6777,-0.27734,1.0275,174
154,11,0.43359,2.7168,-0.31055,1.0275,193
154,11,-0.25977,2.752,-0.17188,-2.0549,153
154,11,-0.087891,2.7734,-0.46484,-2.0549,165
154,11,0.085938,2.7129,-0.54688,-1.0275,165
154,11,0.43945,2.3223,-1.5254,-1.0275,174
154,11,-0.5957,0,2.6719,1.0275,132
154,11,-0.51953,0.67188,-2.6348,1.0275,175
154,11,0.7793,0,-2.7031,-2.0549,106
154,11,-0.085938,2.7637,-0.16211,-1.0275,163
154,11,-0.52734,2.5801,0.98633,-1.0275,151
155,6,-0.25977,2.6934,-0.58984,-2.0549,134
155,6,-0.26367,2.7383,-0.58789,-2.0549,159
155,6,0.16992,2.7188,-0.035156,-1.0275,190
155,6,0.085938,2.748,-0.32422,-1.0275,198
155,6,0.69141,1.2813,2.3555,-2.0549,94
155,6,0.70313,1.8008,2.043,-2.0549,103
